Date,mom_21d_NSE_zscore,vol_21d_avg_zscore,VIX_zscore,corr_NSE_IEF_21d_zscore,state,prob_state_0,prob_state_1,prob_state_2,max_prob,regime
2015-10-30,0.5853998125998836,-1.25153279275566,-0.2260283112086886,0.8381914095721104,2,7.344573722547272e-20,8.840215667025015e-07,0.9999991159788166,0.9999991159788166,Bear
2015-11-02,0.4546865770792316,-1.5342313818834254,-0.4143339421914476,0.8715798810569665,2,2.7029062443910615e-19,5.896823755655362e-07,0.99999941031837,0.99999941031837,Bear
2015-11-03,0.3207887590087975,-1.4230128869439702,-0.3325678577561259,0.5447665793282337,2,4.876598368095743e-20,9.366888472337503e-07,0.9999990633118453,0.9999990633118453,Bear
2015-11-04,-0.1153297417072129,-1.6466247919537098,-0.1310271299932711,0.4658528404448757,2,1.3551230428108363e-21,1.7156780371230826e-06,0.9999982843215715,0.9999982843215715,Bear
2015-11-05,-0.412195248798222,-1.5128834729762568,-0.2259913535543726,0.4806556705204804,2,9.343404901389602e-17,6.304237780343252e-07,0.9999993695766702,0.9999993695766702,Bear
2015-11-06,-0.5280209681379683,-1.4523432385150343,-0.3748982410179505,0.1541978531842049,2,1.4554166074815755e-15,6.494035457885734e-07,0.9999993505973469,0.9999993505973469,Bear
2015-11-09,-0.7436274050105024,-1.435809513083696,0.0828047343204197,0.3093707002734484,2,2.4325158817259826e-18,1.688670359880604e-06,0.9999983113298802,0.9999983113298802,Bear
2015-11-10,-1.0389013618158374,-1.1897245326419137,-0.1746323295406295,-0.2516369401285455,2,2.7804587000871492e-14,1.3905845196034796e-06,0.9999986094163097,0.9999986094163097,Bear
2015-11-16,-1.0790305351631118,-1.4621101314960308,0.4275324749918182,-0.2072589279736292,2,5.783521122338257e-24,2.107889018054653e-05,0.9999789211090235,0.9999789211090235,Bear
2015-11-17,-0.8097330955820222,-1.4101642942423072,0.5687159635665763,-0.005701316463235,2,1.230970134109745e-26,2.7578485320283756e-05,0.9999724215141551,0.9999724215141551,Bear
2015-11-18,-1.1375584936085472,-1.3178253662463455,0.1479025334643585,-0.0302709817841737,2,3.806822717312102e-17,2.9640624864392118e-06,0.9999970359375129,0.9999970359375129,Bear
2015-11-19,-0.6599401747523082,-1.33168757362138,0.1770396567478094,0.6415659381777625,2,1.180649590418054e-17,1.029023518251246e-06,0.999998970976396,0.999998970976396,Bear
2015-11-20,-0.850517760082756,-1.422407580560617,-0.1454444518328054,0.966511439207415,2,2.1183504057204083e-12,1.7287494202933552e-07,0.9999998271232621,0.9999998271232621,Bear
2015-11-23,-1.067748913823276,-1.4724149073224937,-0.1131659888055498,1.01592321539954,2,6.106423975391701e-12,1.6578490169264786e-07,0.9999998342082246,0.9999998342082246,Bear
2015-11-24,-1.2448697160427484,-1.399948867549867,-0.046807606744518,1.0046415428693736,2,2.070054814535633e-11,1.771723509500649e-07,0.9999998228068009,0.9999998228068009,Bear
2015-11-30,-1.2174653704759717,-1.396962124993948,-0.003948982316003,1.0751061145492689,2,7.183882469674347e-12,1.7388496920658542e-07,0.9999998261082661,0.9999998261082661,Bear
2015-12-01,-1.1089443406157242,-1.3106955670838096,-0.3166526666412934,1.3268766482349803,2,1.231118442995968e-08,3.8129630278074053e-08,0.9999999495594251,0.9999999495594251,Bear
2015-12-02,-1.068037032969506,-1.1930787100064195,-0.049437900994247,1.4102281894399735,2,1.741626298423342e-10,5.5960024455735086e-08,0.9999999438659886,0.9999999438659886,Bear
2015-12-03,-1.2021121836852582,-0.8691351459768706,0.4243518911693527,1.827696536541101,2,2.6134619242647756e-13,6.01416838633428e-08,0.9999999398587551,0.9999999398587551,Bear
2015-12-04,-1.2752684031892203,-0.4146602195022941,-0.2891618904800536,1.2090440344315627,2,7.796259300968594e-05,1.1114571524878506e-07,0.9999219262619733,0.9999219262619733,Bear
2015-12-07,-1.125802044317559,-0.4180772459631479,-0.0654502039531649,0.9987833516345744,2,4.026773664531297e-06,1.7926205548989635e-07,0.9999957939651045,0.9999957939651045,Bear
2015-12-08,-1.1882223827054086,-0.399276685094092,0.3166116879029836,1.0087300111650597,2,2.122862627011857e-09,2.8018221075816414e-07,0.9999997176947034,0.9999997176947034,Bear
2015-12-09,-1.4447559120319244,-0.3508338629858981,0.7519129012878186,0.8471562038859447,2,1.897129424289054e-13,1.1336518652352014e-06,0.9999988663482386,0.9999988663482386,Bear
2015-12-10,-1.2168570904494045,-0.362790138831992,0.690207751130635,0.6927717643523273,2,1.0973508953175002e-13,2.786112432543101e-06,0.9999972138869156,0.9999972138869156,Bear
2015-12-11,-1.396545990237761,-0.2444463330495545,1.7747325317736438,0.2147287814935535,2,5.24712358564681e-31,0.0003847481488919709,0.9996152518504998,0.9996152518504998,Bear
2015-12-14,-0.9612305965668388,-0.0548977031113852,1.4026283564251625,-0.2713877652590079,2,3.037223700621108e-27,0.000151013989578947,0.9998489860104813,0.9998489860104813,Bear
2015-12-15,-0.7733670468788866,-0.1924768467804176,1.0111818589898105,-0.3527849409643605,2,7.880293448299749e-24,3.180417040529786e-05,0.9999681958289263,0.9999681958289263,Bear
2015-12-16,-0.4607342250228369,-0.0447275031632756,0.3401225953274865,-0.5455437602559675,2,9.234617008481354e-17,8.20664704536284e-06,0.9999917933537524,0.9999917933537524,Bear
2015-12-17,0.3256404051681201,0.2128731372550443,0.5728806160253134,0.0922593891628489,2,4.915323302902603e-18,1.091077778537888e-05,0.9999890892226596,0.9999890892226596,Bear
2015-12-18,-0.119783958814746,0.4192021364395493,0.9513720015227763,-0.2129293239505295,2,2.3646664658686155e-20,2.3740728374125326e-05,0.9999762592723159,0.9999762592723159,Bear
2015-12-21,0.0269454721345575,0.4288464758564027,0.5141127225760515,-0.1595527339191756,2,3.882431826835683e-15,1.658566107344781e-05,0.9999834143393226,0.9999834143393226,Bear
2015-12-22,0.2301029583268425,0.3531203937023339,0.0557357719840972,-0.1159901728323339,2,5.114318270885576e-12,1.721753743742715e-05,0.9999827824567306,0.9999827824567306,Bear
2015-12-23,0.1180549105812412,0.2094066285074235,-0.1691533420241636,-0.5878709289929185,2,5.105389619435558e-14,2.2799357845202583e-05,0.9999772006429096,0.9999772006429096,Bear
2015-12-24,0.0519693357847835,0.2184371987531654,-0.1315303161110229,-0.5613693492858752,2,1.3513142576861375e-13,2.1177096636504196e-05,0.9999788229038605,0.9999788229038605,Bear
2015-12-28,0.3024571514105542,0.2725044592356493,0.1253941548850395,-0.519135112124741,2,6.394985460766775e-17,2.5619035799297293e-05,0.9999743809647317,0.9999743809647317,Bear
2015-12-29,0.3773717099115827,0.2871874729638505,-0.0574094595547985,-0.4954838688874793,2,2.13002572527923e-15,4.495257325659618e-05,0.9999550474266866,0.9999550474266866,Bear
2015-12-30,0.2874964041743506,0.3103014286745203,0.2094260191116991,-0.504339662023521,2,3.2347962050083754e-17,0.00019834770955775576,0.9998016522906721,0.9998016522906721,Bear
2015-12-31,0.3940428007589567,0.2834834525146263,0.4120141622424055,-0.5674198880203207,2,3.452596475003182e-21,0.0024693964864778845,0.9975306035135414,0.9975306035135414,Bear
2016-01-04,-0.0747782828582699,0.5479093565414381,0.9601212339925962,-1.072173115264763,2,5.703024651526511e-27,0.030097539636708415,0.9699024603631025,0.9699024603631025,Bear
2016-01-05,0.1398707730807694,0.2487205545324537,0.6558679723460622,-2.0811249659683524,2,1.7219416708761412e-40,0.14161819032885933,0.8583818096707059,0.8583818096707059,Bear
2016-01-06,0.2768447583562024,0.0518329265491137,0.9294991891249192,-1.988274318202687,2,5.079396992219546e-49,0.4574051338627274,0.5425948661374462,0.5425948661374462,Bear
2016-01-07,-0.2991535860788462,0.3686928526055991,1.886648152051936,-1.917166291515348,1,1.028039599242821e-57,0.9508772773725939,0.04912272262762419,0.9508772773725939,Crisis
2016-01-08,0.0569018681536111,0.3816013976245508,2.297091292116268,-1.8125501424808868,1,6.334931363615519e-71,0.999293724999726,0.000706274999642984,0.999293724999726,Crisis
2016-01-11,0.2463356399351643,0.3906040335262095,1.6886119289660066,-1.6120089073997386,1,6.235186649269904e-56,0.999541183227906,0.0004588167721849122,0.999541183227906,Crisis
2016-01-12,-0.2180714963151402,0.38671562074875,1.282092147482215,-1.5963809756278602,1,7.67236050192419e-43,0.9991493741467136,0.0008506258534109554,0.9991493741467136,Crisis
2016-01-13,0.2495329536537974,0.2863763115014087,1.8594512545360908,-1.0712682952291637,1,1.3730579461201335e-54,0.9997219691509934,0.000278030848678186,0.9997219691509934,Crisis
2016-01-14,0.0045751345928743,0.222406152820736,1.5719571611651384,-0.8248040385235627,1,8.186450260321711e-45,0.9995656128473307,0.0004343871530807723,0.9995656128473307,Crisis
2016-01-15,-0.5616025241816425,0.3373147137770029,2.201443589817502,-0.9460639147631884,1,1.0457456625708589e-52,0.9999328603901269,6.713960994286955e-05,0.9999328603901269,Crisis
2016-01-20,-1.2288380598351083,0.4539073382960181,2.2884415884460982,-1.0706409990929318,1,3.5492326310827184e-48,0.9997554175752751,0.0002445824243104048,0.9997554175752751,Crisis
2016-01-21,-1.6840672816972522,-0.0897259397840971,2.072179510559767,-1.4793512048792004,1,7.32473707204701e-49,0.994527173335015,0.00547282666434654,0.994527173335015,Crisis
2016-01-22,-0.8151009738315054,0.1283703054840793,1.1550102728527465,-1.6262835087681342,2,4.040289032541663e-36,0.6472435289496847,0.3527564710500988,0.6472435289496847,Bear
2016-01-25,-1.022779970325678,0.0549046481954428,1.5217933071297938,-1.5286950920099625,2,6.604698061569391e-39,0.48272527746371635,0.5172747225354577,0.5172747225354577,Bear
2016-01-28,-0.8927690046088114,0.0908404827221804,1.1546894381669726,-1.7090952670232746,2,9.88911553351747e-35,0.17397615233251154,0.8260238476669529,0.8260238476669529,Bear
2016-01-29,-0.6528879645073173,0.2705300022283237,0.6896964454839765,-0.6197861846840739,2,1.1267046047223962e-17,0.00962129729182709,0.9903787027073966,0.9903787027073966,Bear
2016-02-01,-0.6616158446014403,0.3308779699928027,0.6417093392675888,-0.6094639474880823,2,2.300683118264391e-16,0.0008448920324383227,0.9991551079677046,0.9991551079677046,Bear
2016-02-02,-1.2689719381048097,0.3334357107875234,1.0544512440579723,-0.8590757489088767,2,7.600724258900803e-20,0.0005645445695387412,0.9994354554300673,0.9994354554300673,Bear
2016-02-03,-1.630401538621271,0.3423744514281466,0.9811168479224652,-0.5881030335008907,2,2.7296044735699766e-15,0.0014928199804125322,0.9985071800199776,0.9985071800199776,Bear
2016-02-04,-1.3415478363377595,0.3639254206361809,1.0161011482752045,-0.54857258800592,2,8.408549520247826e-17,0.010197504116311729,0.9898024958831605,0.9898024958831605,Bear
2016-02-05,-1.1900508204252052,0.5342705699466732,1.3293923222067896,-0.5362028308322565,2,6.171328630109153e-21,0.09665652857530076,0.9033434714250129,0.9033434714250129,Bear
2016-02-08,-1.01479887570208,0.4723528074475314,1.856830370117132,-0.6551418985906922,1,5.0851330909518274e-33,0.4944482869477956,0.5055517130527496,0.5055517130527496,Crisis
2016-02-09,-1.326439071403891,0.5465010892079858,1.947561030141664,-0.4895250596745125,1,2.8178355516499676e-31,0.7548910517432574,0.24510894825763097,0.7548910517432574,Crisis
2016-02-10,-1.478588290486806,0.47815895516562,1.8768543794632544,-0.500084717987425,1,5.007037191589403e-31,0.8993749168837536,0.10062508311534807,0.8993749168837536,Crisis
2016-02-11,-1.7775388358932829,1.5621166577449006,2.2258188866877098,-0.8574716069010316,1,2.22156411163783e-29,0.9941558882843204,0.005844111715553069,0.9941558882843204,Crisis
